Timestamp (microseconds)      Peak Amplitude
1699174921839980                3478
1699174921852700                2228
1699174921863300                2645
1699174921873370                2811
1699174921886390                2686
1699174921889880                2853
1699174921899900                2270
1699174921917490                2603
1699174921921370                2311
1699174921932180                3228
1699174921939080                2228
1699174921951730                3145
1699174921967590                3228
1699174921970770                4103
1699174921986780                2603
1699174921996250                2186
1699174922000470                2853
1699174922014350                2436
1699174922027650                2228
1699174922030570                2478
1699174922043450                3020
1699174922048690                2645
1699174922066890                2311
1699174922067580                2686
1699174922079930                2770
1699174922096110                2978
1699174922101850                2770
1699174922113590                2728
1699174922117240                3394
1699174922131010                2353
1699174922142130                1811
1699174922153550                2353
1699174922164140                2436
1699174922168270                2436
1699174922185100                3103
1699174922189000                2645
1699174922205850                2603
1699174922209550                2936
1699174922221370                2728
1699174922234960                2561
1699174922239300                2686
1699174922250360                3478
1699174922256420                2145
1699174922272370                2311
1699174922284560                2561
1699174922294060                3103
1699174922296280                3186
1699174922315460                2395
1699174922320500                2603
1699174922327700                2853
1699174922342370                2603
1699174922348230                2645
1699174922361330                3061
1699174922370630                3061
1699174922375090                2270
1699174922387930                2811
1699174922398770                2311
1699174922407920                2395
1699174922417160                2270
1699174922432660                2770
1699174922436760                3270
1699174922449080                2311
1699174922458280                2520
1699174922474150                2061
1699174922481100                2728
1699174922485650                2603
1699174922500050                3394
1699174922508350                2561
1699174922514930                2895
1699174922524880                2686
1699174922541230                2395
1699174922547240                2561
1699174922561750                3103
1699174922572410                2353
1699174922577010                2478
1699174922592300                2353
1699174922595960                3394
1699174922612170                2478
1699174922613440                3020
1699174922632110                2020
1699174922633440                2603
1699174922646670                2936
1699174922659960                2978
1699174922666010                2395
1699174922679830                2770
1699174922683220                2561
1699174922693360                2353
1699174922710290                2561
1699174922721710                2770
1699174922724430                2395
1699174922735210                2478
1699174922748660                2186
1699174922761810                2270
1699174922765700                2895
1699174922773750                3061
1699174922782180                2395
1699174922791920                2270
1699174922807540                3145
1699174922819910                2228
1699174922825040                2561
1699174922840710                2228
1699174922842620                2520
1699174922856440                2603
1699174922862820                3020
1699174922874180                2686
1699174922890840               16018
1699174922892730               21643
1699174922903740                3686
1699174922919550                8894
1699174922922040                5853
1699174922940120                2186
1699174922941440                2270
1699174922950800                2645
1699174922967050                2520
1699174922975950                2561
1699174922985900                2686
1699174922991590                2311
1699174923004310                3061
1699174923010240                3394
1699174923029160                2978
1699174923031230                2770
1699174923046710                2645
1699174923052690                2186
1699174923061810                2645
1699174923076470                2561
1699174923086030                2686
1699174923097460                2561
1699174923104930                2728
1699174923119030                2978
1699174923119050                2978
1699174923133620                2603
1699174923146970                2478
1699174923158550                2061
1699174923161880                3228
1699174923174530                2770
1699174923183670                2686
1699174923194810                2770
1699174923203720                2645
1699174923217490                2311
1699174923218950                2978
1699174923230020                2561
1699174923238630                2228
1699174923251080                2270
1699174923259800                2395
1699174923270280                2561
1699174923285850                3186
1699174923289230                2311
1699174923298080                2520
1699174923313350                3145
1699174923318050                2311
1699174923327680                1770
1699174923340190                2145
1699174923350060                2561
1699174923364090                3311
1699174923372220                2561
1699174923383280                2395
1699174923387200                2395
1699174923404430                2436
1699174923407210                2603
1699174923420630                2353
1699174923430490                2936
1699174923439360                1936
1699174923447650                2353
1699174923456910                2895
1699174923470650                2353
1699174923485350                3728
1699174923487110                2686
1699174923496150                2353
1699174923514380                2270
1699174923519480                2520
1699174923527920                2228
1699174923537540                2270
1699174923550170                2436
1699174923564020                3103
1699174923568130                3103
1699174923582190                2978
1699174923587150                2603
1699174923595670                2228
1699174923614170                3561
1699174923617940                3020
1699174923633130                3853
1699174923635980                2520
1699174923648020                2270
1699174923660920                2645
1699174923671180                2603
1699174923674700                2603
1699174923693060                2145
1699174923700340                2978
1699174923707110                2520
1699174923714410                2103
1699174923730130                2395
1699174923735710                2770
1699174923749380                4019
1699174923754000                2603
1699174923771640                2728
1699174923775680                1936
1699174923790860                2478
1699174923795050                2686
1699174923803950                2770
1699174923816410                2645
1699174923824960                2270
1699174923842610                2311
1699174923843680                1936
1699174923859970                2686
1699174923872880                2270
1699174923875190                2728
1699174923883050                2978
1699174923893120                2061
1699174923912160                2395
1699174923914990                2353
1699174923929370                1936
1699174923938770                2561
1699174923947890                2145
1699174923957090                2186
1699174923971790                2395
1699174923972700                1978
1699174923987100                2311
1699174923993290                2978
1699174924005730                3353
1699174924019050                2353
1699174924027430                2561
1699174924037460                2770
1699174924042320                1728
1699174924053990                2853
1699174924068840                2478
1699174924071620                2395
1699174924091100                2603
1699174924099520                2770
1699174924108940                2770
1699174924111760                3145
1699174924126960                2895
1699174924137960                2145
1699174924149560                2353
1699174924155470                2478
1699174924165960                2186
1699174924172080                2228
1699174924182630                2936
1699174924191260                2728
1699174924202400                2853
1699174924214190                2061
1699174924221970                3103
1699174924239070                2728
1699174924240120                2770
1699174924258340                2186
1699174924261110                2770
1699174924278170                3769
1699174924279770                2811
1699174924296480                2603
1699174924303780                2145
1699174924314000                2853
1699174924321340                2311
1699174924334300                2645
1699174924341760                2186
1699174924358590                2770
1699174924359260                2978
1699174924377480                2020
1699174924379800                2728
1699174924393280                3394
1699174924404440                2811
1699174924418330                4019
1699174924420680                4936
1699174924434320                7852
1699174924446700                4936
1699174924456370                6936
1699174924460250                4728
1699174924477240                7852
1699174924480770                8394
1699174924488620                4436
1699174924504960                5228
1699174924508250                5561
1699174924526630                6478
1699174924529440                9519
1699174924546930                5311
1699174924553840               10935
1699174924561380               10977
1699174924576980               12769
1699174924580840               19643
1699174924590630                8769
1699174924601270                7727
1699174924613040                9227
1699174924617610                6519
1699174924635600                9227
1699174924641210                7061
1699174924654080                7769
1699174924658850               10477
1699174924672230                7352
1699174924681610                6228
1699174924695470                6061
1699174924704410                6561
1699174924708820                7936
1699174924724850                7519
1699174924734450               18435
1699174924736050               16102
1699174924752620                9144
1699174924759260               10144
1699174924765810                6894
1699174924782450                5269
1699174924794640                4603
1699174924803440                7186
1699174924805960                4728
1699174924818560                5103
1699174924834360                4436
1699174924838890                4061
1699174924852570                4228
1699174924862920                3853
1699174924873540                3769
1699174924875820                4228
1699174924888260                2686
1699174924898700                3644
1699174924907160                3936
1699174924916840                3311
1699174924928920                3311
1699174924939910                2811
1699174924946680                3145
1699174924958630                3270
1699174924973020                3145
1699174924983180                3478
1699174924988850                3394
1699174925002020                2645
1699174925005820                2686
1699174925014960                3853
1699174925032840                2645
1699174925035870                2811
1699174925052060                2728
1699174925060090                3686
1699174925065670                2811
1699174925082380                2686
1699174925084890                2645
1699174925101670                3353
1699174925103230                2770
1699174925120050                2645
1699174925125000                3353
1699174925139020                2311
1699174925147580                2561
1699174925160750                2936
1699174925166690                3228
1699174925179080                2936
1699174925185810                2520
1699174925195000                2186
1699174925204650                3519
1699174925218810                3061
1699174925223410                2561
1699174925237670                3311
1699174925245310                2561
1699174925254540                2103
1699174925271180               26434
1699174925271770               24767
1699174925286770                5228
1699174925298230                9102
1699174925302250                4603
1699174925318140                2145
1699174925330230                2811
1699174925338220                2853
1699174925351010                2228
1699174925354470                2895
1699174925366440                2811
1699174925378970                3103
1699174925381850                3436
1699174925399630                2395
1699174925408110                3145
1699174925414820                2520
1699174925423670                2436
1699174925434920                2311
1699174925444840                3061
1699174925459730                2686
1699174925462130                2186
1699174925471240                2436
1699174925484150                2436
1699174925493150                2311
1699174925499940                2520
1699174925516010                2978
1699174925522960                2478
1699174925529660                2228
1699174925548510                3061
1699174925550950                2811
1699174925568480                2395
1699174925569600                2770
1699174925580230                3353
1699174925597360                2353
1699174925600160                2811
1699174925618250                2728
1699174925623730                3145
1699174925637310                2311
1699174925643520                2895
1699174925649660                2228
1699174925664830                3020
1699174925676820                2478
1699174925687300                2020
1699174925689780                3394
1699174925704180                2853
1699174925713570                2603
1699174925727920                2686
1699174925729980                3020
1699174925744960                2936
1699174925756390                2645
1699174925762030                2311
1699174925777040                2395
1699174925786670                2561
1699174925790290                2520
1699174925805010                2478
1699174925808300                2811
1699174925826590                3436
1699174925828690                2395
1699174925837500                2061
1699174925848080                2561
1699174925863420                2936
1699174925871560                2145
1699174925879090                2770
1699174925888850                2145
1699174925901190                2728
1699174925914170                2228
1699174925921040                3853
1699174925935360                3228
1699174925939700                3145
1699174925954710                3228
1699174925956750                3644
1699174925969330                2436
1699174925980240                2811
1699174925993530                2520
1699174926005530                2853
1699174926007340                2436
1699174926023650                2895
1699174926028110                2811
1699174926044020                2061
1699174926052430                2895
1699174926059420                3353
1699174926072890                3519
1699174926082270                2770
1699174926090720                3936
1699174926101740                3311
1699174926105020                3478
1699174926124170                3394
1699174926128550                3020
1699174926139000                3603
1699174926152680                4186
1699174926158920                3061
1699174926169070                3519
1699174926181990                2770
1699174926191260                3436
1699174926196040                3270
1699174926206170                2311
1699174926219820                3061
1699174926233830                3145
1699174926237040                4436
1699174926244420                3603
1699174926257330                4103
1699174926271370                2353
1699174926277140                3936
1699174926286110                3936
1699174926295390                3728
1699174926303950                3436
1699174926320960                4311
1699174926328060                4103
1699174926341170                2853
1699174926343470                3061
1699174926356990                3311
1699174926362940                3228
1699174926380470                3394
1699174926385290                2936
1699174926397870                3145
1699174926403750                3478
1699174926413950                3103
1699174926429730                2936
1699174926432620                2603
1699174926449470                2770
1699174926455430                3894
1699174926464250                3436
1699174926476760                3020
1699174926486050                3353
1699174926499640                2311
1699174926508140                3519
1699174926514780                3061
1699174926530880                3394
1699174926535210                3311
1699174926544780                2728
1699174926552450                2811
1699174926569580                3811
1699174926576220                2978
1699174926588160                3103
1699174926597620                4228
1699174926602260                2561
1699174926612480                3978
1699174926630330                2978
1699174926633340                2645
1699174926646760                2770
1699174926655740                3061
1699174926668830                3145
1699174926671720                2978
1699174926690040                3978
1699174926690270                3186
1699174926708790                2853
1699174926710110                2770
1699174926726030                2978
1699174926731920                3478
1699174926743720                2478
1699174926755640                2811
1699174926769270                3061
1699174926770190                2853
1699174926786110                2895
1699174926795600                2395
1699174926800830                2936
1699174926811640                3020
1699174926824000                3311
1699174926832180                3145
1699174926846530                3270
1699174926851690                3478
1699174926860990                3061
1699174926878230                2603
1699174926885120                3103
1699174926890870                2978
1699174926905270                3270
1699174926911540                3228
1699174926927970                2520
1699174926930800                2895
1699174926945770                3519
1699174926957970                2853
1699174926966610                3145
1699174926976100                3686
1699174926978190                2936
1699174926993130                2728
1699174926998240                3311
1699174927010920                3270
1699174927023720                2603
1699174927033900                2686
1699174927039430                2478
1699174927055960                3145
1699174927058960                3394
1699174927069280                2728
1699174927083920                2561
1699174927090030                3020
1699174927103430                2770
1699174927109670                2686
1699174927120480                2270
1699174927130240                2645
1699174927142760                2145
1699174927150140                3145
1699174927164980                3020
1699174927166520                3270
1699174927179510                3103
1699174927189560                4228
1699174927201710                2103
1699174927212340                3394
1699174927223250                2978
1699174927228090                3020
1699174927245560                2561
1699174927247360                2353
1699174927262800                2478
1699174927267110                3103
1699174927285080                2770
1699174927293290                2603
1699174927298610                2770
1699174927308230                2811
1699174927320860                2728
1699174927333970                2186
1699174927336160                2811
1699174927354380                3061
1699174927357370                2978
1699174927365640                2353
1699174927378700                2186
1699174927392600                2936
1699174927399850                2520
1699174927413010                3519
1699174927422580                2936
1699174927425450                2936
1699174927438180                2645
1699174927446360                2603
1699174927454570                2270
1699174927473680                3894
1699174927479340                2645
1699174927485500                3644
1699174927501770                3145
1699174927511590                2895
1699174927520710                3145
1699174927533070                2353
1699174927534030                2936
1699174927544530                2811
1699174927557320                2936
1699174927572370                2686
1699174927576740                3020
1699174927592350                2978
1699174927594260                3270
1699174927610620                2520
1699174927616910                2603
1699174927624560                2770
1699174927641760                2770
1699174927650140               32767
1699174927654010                5519
1699174927670810                7561
1699174927677190                8394
1699174927688830                2436
1699174927695220                3353
1699174927711150                2686
1699174927719280                2311
1699174927722120                3103
1699174927732980                3186
1699174927745040                2061
1699174927753900                2353
1699174927767590                2603
1699174927776980                2353
1699174927788370                2811
1699174927798330                3145
1699174927802790                2103
1699174927819990                2936
1699174927822690                2686
1699174927835890                3061
1699174927842710                3270
1699174927854250                2353
1699174927867910                2686
1699174927875250                3186
1699174927889540                3103
1699174927900160                2395
1699174927909490                2270
1699174927915620                2895
1699174927928290                2770
1699174927930540                2895
1699174927948490                2270
1699174927957140                2936
1699174927969050                2436
1699174927975760                2645
1699174927988740                2478
1699174927992290                2436
1699174928008430                2686
1699174928017010                2728
1699174928025060                2353
1699174928033940                2270
1699174928039780                2436
1699174928055710                2728
1699174928068350                2478
1699174928070900                2978
1699174928086930                2811
1699174928097270                2978
1699174928099930                3394
1699174928117160                2395
1699174928125670                3020
1699174928132920                2561
1699174928140700                2395
1699174928153410                2311
1699174928160630                2353
1699174928178230                2228
1699174928178350                2686
1699174928197350                1936
1699174928200680                3228
1699174928208900                3436
1699174928220030                1853
1699174928229780                2353
1699174928238890                2936
1699174928248310                2770
1699174928266820                3769
1699174928268830                2061
1699174928282430                2811
1699174928294010                2686
1699174928299400                3394
1699174928316000                2936
1699174928319180                3020
1699174928331110                2811
1699174928341000                2645
1699174928354940                2728
1699174928360440                2478
1699174928371300                2103
1699174928380040                2395
1699174928389840                2811
1699174928399350                2603
1699174928412210                2186
1699174928425350                2561
1699174928427490                2228
1699174928445290                2936
1699174928446730                2436
1699174928463620                2395
1699174928475500                2353
1699174928479280                2728
1699174928495180                2645
1699174928504070                2478
1699174928510130                2436
1699174928522210                2978
1699174928528870                2061
1699174928542090                2520
1699174928551870                2645
1699174928564250                2853
1699174928567850                2978
1699174928578320                2436
1699174928586160                2395
1699174928600530                3186
1699174928608320                2853
1699174928623170                2478
1699174928625220                2811
1699174928639960                3436
1699174928651980                2395
1699174928654860                2145
1699174928666380                2520
1699174928680780                1770
1699174928689910                2395
1699174928697050                2728
1699174928708500                2645
1699174928719770                2978
1699174928730640                1936
1699174928741920                2145
1699174928751570                2353
1699174928757800                2186
1699174928773090                2561
1699174928776500                3020
1699174928789560                2853
1699174928795120                2978
1699174928809580                2561
1699174928822310                2645
1699174928824230                2645
1699174928839540                2978
1699174928846150                2603
1699174928857830                1853
1699174928864010                3061
1699174928873710                2228
1699174928890340                3353
1699174928898490                2103
1699174928903230                2270
1699174928920300                2770
1699174928929360                1978
1699174928940620                3145
1699174928942920                2895
1699174928952640                2228
1699174928963550                2270
1699174928978300                2895
1699174928984300                2103
1699174928996340                2686
1699174929005280                2686
1699174929020430                3186
1699174929023640                2936
1699174929034940                1936
1699174929046610                2061
1699174929051240                2145
1699174929069510                2270
1699174929071670                2728
1699174929088050                2478
1699174929092650                3103
1699174929105480                2728
1699174929115610                2686
1699174929129210                2478
1699174929130910                2936
1699174929148870                2395
1699174929150690                2728
1699174929169690                2728
1699174929172510                2978
1699174929183060                2728
1699174929195720                2103
1699174929207650                2770
1699174929219140                2103
1699174929227880                2770
1699174929235710                2728
1699174929242040                2436
1699174929251830                2311
1699174929264220                2978
1699174929270100                2186
1699174929284200                2561
1699174929292060                3145
1699174929301510                2145
1699174929317450                3228
1699174929319350                2811
1699174929333620                2603
1699174929342880                2603
1699174929354770                3436
1699174929364650                2561
1699174929370230                2770
1699174929383040                2686
1699174929398360                2686
1699174929398720                2061
1699174929417640                2728
1699174929427200                2436
1699174929431000                2895
1699174929440090                2478
1699174929454160                2603
1699174929458310                2728
1699174929472190                2686
1699174929485480                2645
1699174929496980                2686
1699174929502900                2936
1699174929515950                2770
1699174929526350                2145
1699174929530310                2728
1699174929544800                2520
1699174929547650                3311
1699174929562670                3061
1699174929573090                2478
1699174929584230                2353
1699174929589480                2561
1699174929605420                2686
1699174929611780                2186
1699174929622140                2520
1699174929632690                2395
1699174929639600                2145
1699174929651970                2603
1699174929663990                2811
1699174929672450                2603
1699174929677640                2228
1699174929695150                3020
1699174929703850                1811
1699174929712030                2728
1699174929722930                2520
1699174929735520                2645
1699174929741520                2353
1699174929745780                2228
1699174929760900                3020
1699174929774580                2311
1699174929780080                2520
1699174929793970                2686
1699174929797500                2853
1699174929809940                2811
1699174929818910                2186
1699174929832670                2478
1699174929840210                2228
1699174929846370                3186
1699174929861870                2395
1699174929865740                3353
1699174929881970                2395
1699174929885700                2770
1699174929899020                2603
1699174929912200                2811
1699174929915590                2311
1699174929928690                3061
1699174929938200                2728
1699174929953060                2270
1699174929954670                3061
1699174929973170                2311
1699174929974610                3020
1699174929989760                2686
1699174930002610                1978
1699174930006380                2645
1699174930022060                2520
1699174930028810               26809
1699174930042820                3936
1699174930051820                8186
1699174930056100                8311
1699174930066250                2853
1699174930074250                2811
1699174930083310                2853
1699174930094200                2520
1699174930108020                2520
1699174930114710                2978
1699174930129550                3020
1699174930135830                2853
1699174930149290                2020
1699174930161110                2478
1699174930166380                2770
1699174930177250                2311
1699174930187320                2603
1699174930194680                2728
1699174930203950                2186
1699174930220970                3270
1699174930222650                2520
1699174930232020                3061
1699174930250070                1978
1699174930257770                2728
1699174930268120                2936
1699174930272320                2686
1699174930290170                2478
1699174930298000                3186
1699174930307590                2603
1699174930317120                2478
1699174930322160                2145
1699174930334180                3186
1699174930344370                3311
1699174930351080                2770
1699174930364480                2353
1699174930380450                2395
1699174930382050                2811
1699174930397410                2561
1699174930407180                2686
1699174930411750                2561
1699174930429690                2311
1699174930435950                2728
1699174930440870                2936
1699174930457860                2603
1699174930464180                2228
1699174930474510                2853
1699174930488750                4644
1699174930499270                4353
1699174930505330                8186
1699174930517970                6561
1699174930523230                6686
1699174930531600                4644
1699174930545560                7519
1699174930550280                7561
1699174930567040                6186
1699174930573510                9602
1699174930579520                5603
1699174930595260                5519
1699174930604530                7811
1699174930615530                9477
1699174930621080               17435
1699174930629030               11560
1699174930647330               11227
1699174930649670               13935
1699174930668010                8769
1699174930669270                9394
1699174930682710               11644
1699174930692130                7227
1699174930700530                7269
1699174930711240                6353
1699174930727560               11102
1699174930727720               10144
1699174930740560                6769
1699174930748500                7269
1699174930757470                5769
1699174930774130                7977
1699174930777790                8644
1699174930795630                8936
1699174930801190               16185
1699174930807670               16601
1699174930823320                5728
1699174930834250                7394
1699174930841700                8227
1699174930851070                7102
1699174930864200                6686
1699174930873860                5019
1699174930883310                5394
1699174930887760                4728
1699174930896420                4228
1699174930912380                3894
1699174930918860                4228
1699174930935140                3394
1699174930936470                3728
1699174930946300                3936
1699174930958840                3686
1699174930966360                3103
1699174930978270                3436
1699174930985670                2895
1699174931005150                3145
1699174931007170                3311
1699174931024990                3145
1699174931025280                2061
1699174931042430                3436
1699174931046150                3020
1699174931061150                3603
1699174931071300                3519
1699174931083420                2561
1699174931085800                3311
1699174931095690                3394
1699174931110270                2936
1699174931122910                2895
1699174931130780                3311
1699174931135710                2728
1699174931152830                2728
1699174931158270                3644
1699174931164980                3270
1699174931176480                2978
1699174931185050                3936
1699174931199080                3020
1699174931210070                3020
1699174931217470                2978
1699174931225350                2686
1699174931235030                2395
1699174931248650                2728
1699174931257340                2478
1699174931264960                2645
1699174931278090                2728
1699174931284460                2645
1699174931295350                2978
1699174931311800                3769
1699174931312960                3478
1699174931323490                3020
1699174931341160                2145
1699174931343390                3020
1699174931358290                2728
1699174931370050                2395
1699174931373920                3145
1699174931383660                3978
1699174931399980                2520
1699174931402630                2936
1699174931413630                2270
1699174931429660                2686
1699174931432610                3020
1699174931449350                3145
1699174931455660                2353
1699174931462820                2728
1699174931474610                2061
1699174931491250                2853
1699174931492680                2811
1699174931506290                2395
1699174931519040                3228
1699174931522220                3853
1699174931536740                2061
1699174931544350                2936
1699174931560760                2811
1699174931562780                3186
1699174931580110                1895
1699174931583990                2520
1699174931598010                3394
1699174931607900                3020
1699174931619040                2561
1699174931623570                2561
1699174931634670                2686
1699174931641950                1770
1699174931652580                2853
1699174931668320                2395
1699174931677400                3186
1699174931687540                2811
1699174931693440                2270
1699174931705310                2770
1699174931719510                2436
1699174931724970                3311
1699174931731750                3311
1699174931743070                1978
1699174931749770                2936
1699174931761930                2603
1699174931771540                2686
1699174931782470                2436
1699174931798880                3311
1699174931800650                3561
1699174931811820                2895
1699174931821400                2770
1699174931836110                2478
1699174931839700                3478
1699174931852420                2228
1699174931863020                2645
1699174931873090                2811
1699174931886110                2686
1699174931889600                2853
1699174931899620                2270
1699174931917210                2603
1699174931921090                2311
1699174931931900                3228
1699174931938800                2228
1699174931951450                3145
1699174931967310                3228
1699174931970490                4103
1699174931986500                2603
1699174931995970                2186
1699174932000190                2853
1699174932014070                2436
1699174932025950                2103
1699174932030290                2478
1699174932043170                3020
1699174932048410                2645
1699174932066610                2311
1699174932067300                2686
1699174932079650                2770
1699174932095830                2978
1699174932101570                2770
1699174932113310                2728
1699174932116960                3394
1699174932130730                2353
1699174932141850                1811
1699174932153270                2353
1699174932163860                2436
1699174932167990                2436
1699174932184820                3103
1699174932188720                2645
1699174932205570                2603
1699174932209270                2936
1699174932221090                2728
1699174932234680                2561
1699174932239020                2686
1699174932250080                3478
1699174932256140                2145
1699174932272090                2311
1699174932284280                2561
1699174932293780                3103
1699174932296000                3186
1699174932308390                2186
1699174932320220                2603
1699174932327420                2853
1699174932342090                2603
1699174932347950                2645
1699174932361050                3061
1699174932370350                3061
1699174932374810                2270
1699174932387650                2811
1699174932398490                2311
1699174932407640                2395
1699174932416880                2270
1699174932432380                2770
1699174932436480                3270
1699174932448800                2311
1699174932458000                2520
1699174932469820                1770
1699174932480820                2728
1699174932485370                2603
1699174932499770                3394
1699174932508070                2561
1699174932514650                2895
1699174932524600                2686
1699174932540950                2395
1699174932546960                2561
1699174932561470                3103
1699174932572130                2353
1699174932576730                2478
1699174932592020                2353
1699174932595680                3394
1699174932611890                2478
1699174932613160                3020
1699174932631830                2020
1699174932633160                2603
1699174932646390                2936
1699174932659680                2978
1699174932665730                2395
1699174932679550                2770
1699174932682940                2561
1699174932693080                2353
1699174932710010                2561
1699174932721430                2770
1699174932724150                2395
1699174932734930                2478
1699174932748380                2186
1699174932753460                1853
1699174932765420                2895
1699174932773470                3061
1699174932781900                2395
1699174932791640                2270
1699174932807260                3145
1699174932819630                2228
1699174932824760                2561
1699174932840430                2228
1699174932842340                2520
1699174932856160                2603
1699174932862540                3020
1699174932873900                2686
1699174932890210               12435
1699174932892450               21643
1699174932903460                3686
1699174932919270                8894
1699174932921760                5853
1699174932937860                1978
1699174932941160                2270
1699174932950520                2645
1699174932966770                2520
1699174932975670                2561
1699174932985620                2686
1699174932991310                2311
1699174933004030                3061
1699174933009960                3394
1699174933028880                2978
1699174933030950                2770
1699174933046430                2645
1699174933052410                2186
1699174933061530                2645
1699174933076190                2561
1699174933085750                2686
1699174933097180                2561
1699174933104650                2728
1699174933113530                2145
1699174933118750                2978
1699174933133340                2603
1699174933146690                2478
1699174933149090                1811
1699174933161600                3228
1699174933174250                2770
1699174933183390                2686
1699174933194530                2770
1699174933203440                2645
1699174933217210                2311
1699174933218670                2978
1699174933229740                2561
1699174933238350                2228
1699174933250800                2270
1699174933259520                2395
1699174933270000                2561
1699174933285570                3186
1699174933288950                2311
1699174933297800                2520
1699174933313070                3145
1699174933317770                2311
1699174933326740                1811
1699174933339910                2145
1699174933349780                2561
1699174933363810                3311
1699174933371940                2561
1699174933383000                2395
1699174933386920                2395
1699174933404150                2436
1699174933406930                2603
1699174933420350                2353
1699174933430210                2936
1699174933439080                1936
1699174933447370                2353
1699174933456630                2895
1699174933470370                2353
1699174933485070                3728
1699174933486830                2686
1699174933495870                2353
1699174933514100                2270
1699174933519200                2520
1699174933527640                2228
1699174933537260                2270
1699174933549890                2436
1699174933563740                3103
1699174933567850                3103
1699174933581910                2978
1699174933584670                2686
1699174933595390                2228
1699174933613890                3561
1699174933614460                3228
1699174933632850                3853
1699174933635700                2520
1699174933647740                2270
1699174933660640                2645
1699174933670900                2603
1699174933674420                2603
1699174933692780                2145
1699174933700060                2978
1699174933706830                2520
1699174933714130                2103
1699174933729850                2395
1699174933735430                2770
1699174933749100                4019
1699174933753720                2603
1699174933771360                2728
1699174933773420                1936
1699174933790580                2478
1699174933794770                2686
1699174933803670                2770
1699174933816130                2645
1699174933824680                2270
1699174933842330                2311
1699174933843400                1936
1699174933859690                2686
1699174933871000                2228
1699174933874910                2728
1699174933882770                2978
1699174933892840                2061
1699174933911880                2395
